country,subnational1,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023,tc_loss_ha_2024,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e,gfw_forest_carbon_gross_emissions_2023__Mg_CO2e,gfw_forest_carbon_gross_emissions_2024__Mg_CO2e
Indonesia,Aceh,0,5683650,5683650,5683650,129164,18402,11039,11858,19315,26677,21392,24304,36867,69393,40897,47777,50225,44602,63050,35718,54064,49775,50240,31054,33716,34795,32777,43810,52495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Aceh,10,5683650,5090906,4996298,129164,18325,10988,11830,19213,26563,21326,24221,36785,69241,40821,47582,49582,41930,59577,34386,50990,46781,47054,29148,31009,32516,30495,40110,47497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Aceh,15,5683650,5050168,4946855,129164,18309,10974,11827,19187,26537,21311,24202,36770,69196,40802,47550,49526,41776,59276,34261,50711,46489,46775,28962,30750,32292,30263,39754,47042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Aceh,20,5683650,5029128,4932162,129164,18297,10966,11822,19168,26510,21299,24188,36753,69166,40787,47527,49478,41639,59025,34159,50498,46263,46546,28829,30574,32117,30095,39486,46720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Aceh,25,5683650,5014670,4908701,129164,18289,10961,11818,19156,26495,21295,24181,36746,69148,40779,47513,49451,41567,58898,34109,50373,46141,46416,28758,30474,32020,30014,39341,46528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Aceh,30,5683650,4984708,4879169,129164,18278,10952,11816,19138,26479,21284,24168,36734,69111,40757,47485,49396,41390,58555,33969,50074,45813,46111,28562,30225,31786,29785,38983,46071,10781164,6627106,8026562,11548791,17345183,13845766,15217238,24828757,44802236,25634918,31277948,31813634,24213932,36641364,20419815,29597570,26984846,27851704,17771125,18601460,18974147,16989501,23348363,28174569
Indonesia,Aceh,50,5683650,4865387,4716584,129164,18163,10872,11772,18913,26216,21160,24029,36597,68754,40588,47255,48967,40580,57122,33373,48737,44484,44807,27788,29194,30829,28874,37628,44282,10753690,6602565,8014492,11478585,17277796,13807720,15173845,24791922,44688145,25581007,31205631,31698316,23973518,36112370,20209715,29122951,26512542,27361072,17462940,18198939,18648172,16674395,22830928,27517947
Indonesia,Aceh,75,5683650,4516637,4360782,129164,17429,10365,11449,17645,24735,20191,23030,35555,66126,39169,45421,46308,35713,50092,29886,42783,39072,39277,24544,25220,26687,25036,31719,37230,10516468,6411011,7894827,10981841,16743909,13438239,14782553,24394252,43651127,25007627,30408496,30694096,22090484,33025503,18688911,26581202,24303168,24904708,15968848,16312090,16916321,15183764,20205951,24343374
Indonesia,Bali,0,559070,559070,559070,4012,430,319,181,381,241,521,509,232,384,203,273,1118,1043,2095,195,194,379,478,1200,212,276,350,1092,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Bali,10,559070,392005,416881,4012,425,314,179,373,238,517,505,230,380,201,222,769,464,1024,140,161,280,319,751,169,209,275,612,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Bali,15,559070,382739,403446,4012,425,313,179,372,238,517,504,230,378,199,218,760,442,984,138,159,276,315,736,167,207,272,599,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Bali,20,559070,377802,401646,4012,424,313,179,372,238,516,504,230,377,199,217,753,424,952,135,158,271,309,725,167,204,269,585,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Bali,25,559070,372071,397749,4012,424,312,179,371,237,515,504,229,377,199,216,749,413,933,134,158,266,306,718,166,201,266,576,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Bali,30,559070,365485,389702,4012,424,311,179,370,236,515,504,229,377,198,216,743,396,907,133,156,263,302,706,165,199,262,558,168,260325,190618,117400,219024,148261,321987,315182,146969,232894,125464,133383,452548,204263,508923,76643,96433,155514,161045,429538,109182,124862,168103,365681,110329
Indonesia,Bali,50,559070,339179,354362,4012,417,307,178,362,232,508,496,226,369,195,210,715,305,783,116,148,240,286,631,160,185,246,494,147,257906,188849,116765,215700,146671,319604,312753,145530,229762,123896,131230,440874,166232,456840,69748,93582,145659,153706,396466,106763,118422,161038,334362,101222
Indonesia,Bali,75,559070,276608,283879,4012,380,279,171,315,211,468,471,207,335,176,188,606,129,487,77,129,180,239,422,140,153,203,328,105,241903,175459,113567,195332,137171,301669,301325,137015,215008,115315,121368,389900,81007,309625,49831,84484,116830,130431,286802,96999,101769,137349,239630,77260
Indonesia,Bangka Belitung,0,1675803,1675803,1675803,93386,14214,11479,7298,22432,20102,20442,23437,22856,64249,23311,32686,40251,19320,45838,46280,62455,28913,26181,30855,29448,36578,40744,62738,37956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Bangka Belitung,10,1675803,1381794,1309185,93386,14054,11345,7195,22150,19953,20336,23336,22766,64073,23252,32531,39723,17911,42085,42123,58944,26152,23036,26404,25435,31945,35162,52394,32109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Bangka Belitung,15,1675803,1364686,1290370,93386,14016,11322,7179,22096,19921,20311,23310,22741,64024,23236,32494,39646,17816,41836,41872,58728,25984,22847,26120,25178,31644,34817,51736,31765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Bangka Belitung,20,1675803,1354278,1279019,93386,13972,11291,7155,22048,19889,20286,23281,22714,63976,23219,32462,39582,17730,41620,41654,58530,25818,22691,25921,24974,31404,34524,51239,31495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Bangka Belitung,25,1675803,1346270,1266587,93386,13948,11270,7138,22011,19863,20261,23260,22695,63939,23204,32436,39531,17680,41497,41528,58427,25732,22601,25786,24848,31266,34358,50949,31348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Bangka Belitung,30,1675803,1332845,1255814,93386,13910,11247,7124,21976,19839,20241,23237,22678,63896,23187,32400,39451,17575,41246,41281,58203,25558,22426,25529,24628,31006,34052,50388,31059,7005063,5562797,3487235,11477498,10079529,10751927,12008264,11226378,33402713,12361376,16964282,21360184,9630177,22150159,22577478,36821355,12950327,10287578,10721349,12029032,15885973,16706101,24505926,15367547
Indonesia,Bangka Belitung,50,1675803,1260776,1176362,93386,13595,10993,6949,21530,19461,19883,22874,22306,63076,22930,31930,38759,16984,39756,39818,56831,24591,21408,24201,23336,29569,32351,47341,29445,6952404,5509808,3451311,11376096,9980561,10663076,11919270,11140610,33184211,12292404,16839318,21157491,9455077,21665638,22078684,36287753,12619874,9953660,10287512,11583891,15431393,16170349,23530535,14844357
Indonesia,Bangka Belitung,75,1675803,1011600,1010920,93386,12240,9798,6182,19350,17229,17892,20366,19892,56936,20982,28707,35039,14100,32319,32089,47736,19781,16904,18914,18152,23057,24892,34898,22719,6619604,5170028,3220485,10693275,9252353,10039442,11121661,10422368,31180352,11664291,15785099,19819771,8405285,18773779,18841499,31662946,10740196,8272985,8343131,9562673,13016750,13454106,19034132,12374291
Indonesia,Banten,0,935212,935212,935212,10710,1060,1773,295,1417,549,1959,1068,936,2765,1639,2355,3331,2047,2520,3048,2094,3776,3794,5549,2262,2073,1668,4785,4192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Banten,10,935212,602794,576283,10710,1057,1767,293,1411,547,1949,1064,934,2759,1635,2343,3301,1883,2325,2768,2009,3578,3506,4931,2101,1960,1585,3998,3453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Banten,15,935212,589689,558908,10710,1057,1765,293,1410,547,1947,1063,933,2758,1635,2336,3298,1870,2309,2740,1998,3554,3480,4867,2084,1950,1576,3926,3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Banten,20,935212,583247,555727,10710,1056,1764,293,1407,546,1943,1063,932,2756,1635,2333,3293,1854,2296,2708,1989,3533,3454,4816,2069,1939,1566,3863,3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Banten,25,935212,575087,549176,10710,1056,1763,293,1406,545,1939,1061,931,2756,1634,2331,3290,1846,2293,2693,1981,3521,3436,4782,2061,1930,1557,3817,3313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Banten,30,935212,561723,536388,10710,1054,1761,293,1404,545,1938,1060,930,2754,1633,2329,3286,1830,2275,2663,1969,3495,3401,4715,2042,1915,1546,3744,3256,618476,1042788,164982,827685,311460,1089522,605411,562003,1701980,983311,1374312,2150205,1100213,1390639,1638703,1155343,2099270,2117123,2857726,1271610,1181129,929614,2388259,2153062
Indonesia,Banten,50,935212,519445,484536,10710,1045,1737,288,1383,540,1907,1052,921,2734,1621,2286,3252,1736,2185,2481,1902,3326,3231,4390,1953,1826,1478,3417,3003,615336,1034634,163399,820616,309667,1078912,602408,558655,1693877,979636,1359251,2136943,1066456,1356372,1567557,1127688,2032886,2046905,2716815,1234942,1145709,904125,2243710,2042695
Indonesia,Banten,75,935212,424438,374914,10710,955,1583,259,1241,493,1651,962,849,2551,1531,2045,3038,1428,1814,1880,1605,2651,2605,3419,1616,1495,1209,2517,2248,582141,971886,150693,760624,290994,972220,564580,526955,1613784,941963,1253088,2044168,926331,1179382,1276695,985087,1707145,1731626,2211228,1066235,986379,776780,1776455,1640474
Indonesia,Bengkulu,0,1981482,1981482,1981482,66292,14301,10483,8145,26054,13181,23647,17614,22383,18792,16034,24647,27868,14561,21061,21208,25524,28906,26146,19890,17681,16777,26758,35547,24649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Bengkulu,10,1981482,1831131,1828797,66292,14239,10445,8119,26014,13158,23612,17594,22369,18769,16022,24594,27796,14233,20482,20413,24643,27582,24941,18529,16581,14678,24230,30692,21501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Bengkulu,15,1981482,1819558,1814338,66292,14227,10438,8115,26007,13152,23605,17591,22366,18765,16019,24585,27787,14209,20437,20349,24569,27479,24839,18429,16500,14568,24092,30441,21352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Bengkulu,20,1981482,1811419,1807308,66292,14216,10431,8110,25999,13149,23599,17587,22360,18761,16017,24578,27777,14187,20389,20292,24502,27389,24753,18344,16429,14464,23984,30233,21198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Bengkulu,25,1981482,1805546,1797268,66292,14211,10426,8108,25993,13146,23594,17584,22358,18759,16016,24572,27774,14176,20365,20258,24456,27343,24707,18294,16388,14415,23924,30126,21128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Bengkulu,30,1981482,1795200,1788505,66292,14198,10421,8104,25985,13142,23589,17580,22353,18756,16012,24563,27761,14153,20320,20197,24378,27232,24624,18200,16311,14326,23800,29912,20998,10135589,7523117,5800440,18343674,9223426,15951261,12489087,15627311,13382843,11253547,18100728,20702595,9464223,13959398,14343184,16964333,18982493,17413860,12357843,11420715,9891659,16676254,19303155,15097704
Indonesia,Bengkulu,50,1981482,1741707,1730435,66292,14097,10377,8067,25900,13105,23507,17530,22299,18704,15975,24494,27661,14021,20052,19865,23913,26639,24113,17680,15890,13818,23155,28795,20276,10113243,7513015,5791240,18318536,9214204,15927773,12472851,15610571,13365863,11241090,18080353,20667878,9416469,13860086,14215653,16785602,18751972,17207636,12141911,11241299,9722052,16444548,18876990,14818457
Indonesia,Bengkulu,75,1981482,1578014,1580929,66292,13623,10080,7856,25279,12796,22833,17072,21859,18336,15675,24040,27043,13363,18776,18540,22048,24270,22051,15838,14051,11789,20582,24889,17813,9947188,7408597,5712177,18057822,9092949,15661944,12289050,15420410,13206118,11112249,17891616,20398547,9111762,13247844,13576661,15875341,17642679,16177420,11224748,10361421,8917641,15252149,17045824,13604465
Indonesia,Gorontalo,0,1204170,1204170,1204170,6432,3550,8111,2819,7027,4263,5283,4361,1810,11393,1583,3027,4091,6583,12173,16219,13913,9717,9821,14425,3599,2691,3470,12034,5632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Gorontalo,10,1204170,1028987,1007206,6432,3516,8052,2810,6977,4251,5263,4342,1802,11314,1575,2993,3951,6037,10633,13773,11397,8212,8340,11553,3137,2297,2937,8825,4801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Gorontalo,15,1204170,1018759,993544,6432,3511,8038,2809,6966,4247,5258,4338,1799,11297,1574,2988,3941,6004,10539,13616,11227,8101,8229,11349,3101,2266,2900,8619,4746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Gorontalo,20,1204170,1013635,990855,6432,3508,8026,2808,6959,4244,5254,4334,1797,11279,1572,2985,3939,5980,10476,13507,11118,8027,8158,11222,3078,2245,2874,8497,4713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Gorontalo,25,1204170,1009995,984738,6432,3504,8021,2806,6956,4243,5252,4333,1797,11272,1571,2981,3935,5969,10446,13446,11053,7984,8114,11153,3065,2235,2860,8421,4691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Gorontalo,30,1204170,1002909,977902,6432,3499,8013,2806,6949,4241,5250,4329,1794,11263,1570,2979,3927,5938,10353,13286,10910,7869,8007,10959,3030,2199,2819,8242,4643,2403487,5583349,2069612,4742109,3057098,3664754,2950708,1193144,7295806,1039060,2003805,2873117,4891935,7987904,9449726,7375405,5219093,5422524,7232751,2153085,1505559,1956899,5633273,3435632
Indonesia,Gorontalo,50,1204170,973874,944298,6432,3463,7928,2797,6883,4221,5215,4297,1780,11144,1557,2947,3882,5831,10044,12744,10383,7474,7614,10269,2918,2095,2682,7575,4454,2392794,5555948,2066426,4720284,3051242,3653713,2940562,1188054,7255853,1034566,1992895,2856442,4851197,7866425,9230429,7159269,5054843,5259405,6937112,2104290,1461061,1896627,5340766,3351777
Indonesia,Gorontalo,75,1204170,905674,880666,6432,3263,7472,2709,6491,4044,4950,4038,1671,10283,1466,2782,3690,5460,8997,11009,8849,6091,6321,8029,2491,1720,2183,5819,3908,2309752,5357793,2032147,4555839,2983802,3545583,2844484,1145233,6899375,999088,1921506,2772053,4677164,7373524,8384041,6405937,4367503,4612345,5788440,1882000,1265094,1629621,4422814,3059508
Indonesia,Jakarta Raya,0,65340,65340,65340,1076,4,0,0,3,1,4,2,2,0,3,4,1,1,0,1,1,2,0,1,3,1,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jakarta Raya,10,65340,5548,2934,1076,4,0,0,1,1,4,2,2,0,2,4,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jakarta Raya,15,65340,2757,2133,1076,4,0,0,1,1,4,2,2,0,2,4,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jakarta Raya,20,65340,2433,2015,1076,4,0,0,1,1,4,2,2,0,2,4,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jakarta Raya,25,65340,1534,1864,1076,4,0,0,1,0,4,2,2,0,2,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jakarta Raya,30,65340,1302,1551,1076,4,0,0,1,0,4,2,2,0,2,4,1,0,0,0,0,1,0,0,0,1,0,0,0,1002,20,121,673,161,1459,829,120,38,694,900,265,128,0,59,0,459,0,0,45,0,0,156,282
Indonesia,Jakarta Raya,50,65340,706,771,1076,4,0,0,1,0,3,2,1,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,860,0,121,581,71,1307,762,86,38,671,778,187,105,0,32,0,212,0,0,0,0,0,108,222
Indonesia,Jakarta Raya,75,65340,282,293,1076,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,18,106,0,573,298,68,19,362,294,60,0,0,0,0,36,0,0,0,0,0,108,73
Indonesia,Jambi,0,4896326,4896326,4896326,204409,47236,45465,21658,98185,71830,122718,121920,127634,126721,36996,49099,154041,69901,81098,63809,163817,92868,74855,72598,82393,77236,80005,101609,99342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jambi,10,4896326,4556620,4483662,204409,47047,45223,21551,97338,71171,120046,119437,124649,125724,36727,48958,152793,67170,78099,61224,158659,87637,70981,68635,79244,73904,76491,95212,92762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jambi,15,4896326,4534655,4452516,204409,47015,45188,21537,97277,71122,119930,119331,124551,125667,36713,48944,152710,67026,77899,61037,158243,87227,70685,68352,78997,73680,76248,94803,92329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jambi,20,4896326,4515431,4423497,204409,46973,45137,21522,97201,71070,119743,119147,124394,125595,36693,48926,152524,66881,77705,60862,157843,86824,70410,68082,78757,73455,75999,94400,91918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jambi,25,4896326,4503929,4400073,204409,46946,45109,21512,97154,71039,119688,119092,124352,125570,36688,48919,152472,66819,77594,60763,157623,86595,70248,67931,78619,73331,75865,94177,91709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jambi,30,4896326,4484184,4373114,204409,46911,45074,21497,97086,71003,119577,118972,124204,125511,36678,48905,152388,66707,77432,60611,157246,86203,69978,67673,78387,73131,75657,93816,91324,33838923,36485693,17595846,90868809,62426580,84511396,94719368,104494916,99153690,27040260,35827156,122705274,52585003,56982242,42872357,131627877,58454834,45538792,44214471,57069177,44299867,48864898,58454785,56569960
Indonesia,Jambi,50,4896326,4377663,4155539,204409,46594,44755,21368,96467,70616,118724,118155,123464,125017,36574,48780,151607,66035,76419,59726,154983,83979,68376,66204,76991,72025,74432,91781,89176,33748745,36372143,17545165,90552580,62229850,84065731,94205184,104020483,98845885,26974509,35761294,122217498,52267450,56444941,42413974,130359546,57383946,44790232,43514474,56331129,43852887,48392244,57725729,55782936
Indonesia,Jambi,75,4896326,3933367,3728392,204409,44535,42485,20309,91491,67331,112625,112145,117921,120571,35585,47605,146936,62411,70868,55154,143197,73839,60528,58893,70142,65455,67342,80388,77153,33011438,35337572,17039192,87928171,60525995,81033701,90725043,100674845,96139015,26340925,35166058,119593337,50332144,53309384,39950943,123373462,52251011,40968405,39746480,52635541,40849835,44981281,52746799,50577276
Indonesia,Jawa Barat,0,3705869,3705869,3705869,38744,6838,3886,1996,3746,2353,5316,3074,5166,2920,2662,5630,3946,3174,4460,4516,4341,7133,6203,9891,4367,3433,3375,8119,5797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Barat,10,3705869,2240152,2191342,38744,6812,3865,1985,3696,2335,5277,3061,5135,2899,2641,5482,3798,2699,3911,3744,3828,5990,4865,7629,3688,2772,2759,6160,4780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Barat,15,3705869,2163930,2091353,38744,6808,3861,1984,3686,2334,5269,3060,5130,2896,2640,5467,3785,2660,3873,3689,3786,5898,4765,7462,3629,2718,2707,6000,4686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Barat,20,3705869,2125174,2074910,38744,6806,3857,1983,3676,2330,5263,3059,5127,2891,2639,5454,3776,2631,3833,3629,3746,5824,4686,7310,3577,2674,2668,5878,4615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,Jawa Barat,25,3705869,2075885,2034082,38744,6802,3853,1980,3663,2328,5248,3057,5120,2887,2634,5436,3766,2603,3803,3575,3708,5749,4608,7169,3526,2631,2629,5741,4537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
